Datetime,ProduceType,InputLevel,SpendResource,Type,ID,Name,Rank
2020-07-24 05:54:30,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,65,AC3 Suppressor,★★★★
2020-07-24 05:54:30,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2 Exoskeleton,★★★
2020-07-24 08:08:46,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2 Exoskeleton,★★★
2020-07-24 08:08:47,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2020-07-24 08:56:51,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2020-07-24 08:56:51,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2020-07-24 10:00:14,EQUIP,HEAVY-1,500/500/500/500,FAIRY,17,Illumination Fairy,★
2020-07-24 10:00:14,EQUIP,HEAVY-1,500/500/500/500,TEXO,39,IOP T3 Exoskeleton,★★★★
2020-07-24 16:59:55,EQUIP,HEAVY-1,500/500/500/500,XEXO,56,IOP X2 Exoskeleton,★★★
2020-07-24 16:59:55,EQUIP,HEAVY-1,500/500/500/500,XEXO,57,IOP X3 Exoskeleton,★★★★
2020-07-24 20:15:33,EQUIP,HEAVY-1,500/500/500/500,HOLO,6,EOT 512,★★★
2020-07-24 20:15:33,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2020-07-24 21:43:35,EQUIP,HEAVY-1,500/500/500/500,SUPPRESSOR,64,AC2 Suppressor,★★★
2020-07-24 21:43:35,EQUIP,HEAVY-1,500/500/500/500,NIGHTEQUIP,14,PEQ-5,★★★
2020-07-24 22:38:37,GUN,NORMAL,30/30/30/30,HG,9,P38,★★
2020-07-24 22:38:38,GUN,NORMAL,30/30/30/30,HG,10,PPK,★★
2020-07-24 22:38:43,EQUIP,NORMAL,270/40/270/190,CLOAK,87,Ragged Cape,★★
2020-07-24 22:38:43,EQUIP,NORMAL,270/40/270/190,ARMORPLATE,42,Type 1 Armor Plate,★★★
2020-07-24 22:38:51,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2020-07-24 22:38:51,EQUIP,HEAVY-1,500/500/500/500,REDDOT,10,AMP COMPM4,★★★
2020-07-24 23:14:54,GUN,NORMAL,30/30/30/30,HG,91,MP-446,★★
2020-07-24 23:14:54,GUN,NORMAL,30/30/30/30,HG,14,Astra,★★★
2020-07-24 23:14:57,EQUIP,NORMAL,270/40/270/190,CLOAK,88,Camouflage Cape,★★★
2020-07-24 23:14:57,EQUIP,NORMAL,270/40/270/190,CLOAK,88,Camouflage Cape,★★★
2020-07-24 23:15:00,EQUIP,HEAVY-1,500/500/500/500,ARMORPLATE,42,Type 1 Armor Plate,★★★
2020-07-24 23:15:00,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,4,VFL 6-24X56,★★★★★
2020-07-25 00:12:10,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
2020-07-25 00:12:10,EQUIP,HEAVY-1,500/500/500/500,OPTICAL,2,LRA 2-12x50,★★★
